Snapshot Counter,Time,w1,x1,y1,z1,loc1_x,loc1_y,loc1_z,time2,w2,x2,y2,z2,loc2_x,loc2_y,loc2_z,stylus_x,stylus_y,stylus_z
1,1710165909.308426,0.9777312874794006,-0.17817194759845734,-0.10933942347764969,0.018468236550688744,17.878036499023438,-7.9452948570251465,-61.02392578125,1710165909.3084302,0.9835447669029236,-0.17865416407585144,0.016160810366272926,-0.02147374302148819,10.919527053833008,1.7389293909072876,63.49650573730469,54.12305450439453,-11.896510124206543,-47.94187545776367
2,1710165917.316683,0.9780712723731995,-0.17590591311454773,-0.11013033986091614,0.017460430040955544,17.83183479309082,-7.890081405639648,-60.9882698059082,1710165917.316687,0.9843403100967407,-0.17454494535923004,0.012632271274924278,-0.021178901195526123,10.96782112121582,1.778231143951416,63.452919006347656,2.414551019668579,-10.046943664550781,-52.58539962768555
3,1710165923.350017,0.9783961176872253,-0.17399565875530243,-0.110259510576725,0.017587533220648766,17.82011604309082,-7.905265808105469,-61.003387451171875,1710165923.3500218,0.9844185709953308,-0.17408108711242676,0.012831449508666992,-0.021238110959529877,10.98367691040039,1.8012218475341797,63.43967819213867,2.359520196914673,-13.50550651550293,-53.59300231933594
4,1710165926.349955,0.9782918691635132,-0.17441591620445251,-0.1104726567864418,0.017883239313960075,17.817501068115234,-7.913060665130615,-60.994876861572266,1710165926.349959,0.9844244122505188,-0.17401760816574097,0.012951263226568699,-0.021414507180452347,10.97285270690918,1.80019211769104,63.43135070800781,2.8313920497894287,-13.825316429138184,-53.5921516418457
5,1710165930.033299,0.9782683253288269,-0.17436541616916656,-0.11079581826925278,0.017663802951574326,17.834352493286133,-7.921240329742432,-60.99678421020508,1710165930.033303,0.984575629234314,-0.1732008159160614,0.01296991016715765,-0.021071072667837143,10.96227741241455,1.7911150455474854,63.43665313720703,3.1763832569122314,-14.778855323791504,-54.065589904785156
6,1710165934.283257,0.9782873392105103,-0.17419496178627014,-0.11089890450239182,0.017643822357058525,17.830671310424805,-7.92522668838501,-60.96373748779297,1710165934.2832608,0.9847601652145386,-0.17214912176132202,0.012746604159474373,-0.0212013628333807,10.971513748168945,1.8317054510116577,63.39643096923828,2.2587437629699707,-13.191838264465332,-53.470069885253906
1,1710165963.316161,0.9797495603561401,-0.1667473316192627,-0.10954425483942032,0.01691455952823162,17.862302780151367,-7.787266254425049,-60.93354797363281,1710165963.3161652,0.9839940071105957,-0.17639517784118652,0.012859206646680832,-0.021797679364681244,10.92129898071289,1.7504783868789673,63.393951416015625,52.874900817871094,-14.845232963562012,-48.98203659057617
2,1710165970.732708,0.9801289439201355,-0.16525034606456757,-0.10862913727760315,0.015465360134840012,17.803815841674805,-7.7843828201293945,-60.843421936035156,1710165970.732712,0.9836791753768921,-0.17814521491527557,0.011723965406417847,-0.022406721487641335,10.94318962097168,1.7238166332244873,63.35346221923828,0.5893651247024536,-11.53753662109375,-52.782535552978516
3,1710165979.0658638,0.9794963002204895,-0.16892823576927185,-0.10859442502260208,0.016042593866586685,17.7973690032959,-7.702581405639648,-60.77157974243164,1710165979.0658681,0.9832475185394287,-0.18039047718048096,0.012404810637235641,-0.023013928905129433,10.992324829101562,1.6714887619018555,63.28068542480469,1.5096068382263184,-18.754362106323242,-81.92742156982422
4,1710165984.815743,0.9793196320533752,-0.16979321837425232,-0.1089019775390625,0.015609349124133587,17.79989242553711,-7.6906280517578125,-60.822303771972656,1710165984.815747,0.9837063550949097,-0.1778804510831833,0.012269360944628716,-0.023016169667243958,10.9911470413208,1.677946925163269,63.31013488769531,3.832566261291504,10.774116516113281,66.99066162109375
5,1710165997.932066,0.9794939160346985,-0.16762685775756836,-0.11057549715042114,0.016305143013596535,17.767608642578125,-7.742015361785889,-60.83605194091797,1710165997.932071,0.9853102564811707,-0.16889463365077972,0.01134682446718216,-0.02256983332335949,11.016054153442383,1.7803798913955688,63.289093017578125,43.43763732910156,1.1664319038391113,67.5380859375
6,1710166005.3152268,0.979398787021637,-0.1687801033258438,-0.10973292589187622,0.015807637944817543,17.763338088989258,-7.679222583770752,-60.819583892822266,1710166005.315231,0.9849510788917542,-0.1708618849515915,0.01219000481069088,-0.02299756370484829,11.006877899169922,1.7084754705429077,63.25571060180664,42.799041748046875,8.203263282775879,72.14703369140625
